Make,Model,Year,City MPG (FT1),Highway MPG (FT1),Combined MPG (FT1)
Jaguar,F-Type V8 S Convertible,2014,16,23,18
Jaguar,XF,2014,19,30,23
Jaguar,XF,2014,15,23,18
Jaguar,XF AWD,2014,16,25,19
Jaguar,XF FFV,2014,15,23,18
Jaguar,XF FFV,2014,17,27,21
Jaguar,XJ,2014,15,23,18
Jaguar,XJ AWD,2014,16,24,19
Jaguar,XJ FFV,2014,15,23,18
Jaguar,XJ FFV,2014,18,27,21
Jaguar,XJL,2014,15,23,18
Jaguar,XJL AWD,2014,16,24,19
Jaguar,XJL FFV,2014,15,23,18
Jaguar,XJL FFV,2014,17,27,20
Jaguar,XK,2014,15,22,18
Jaguar,XK,2014,16,24,19
Jaguar,XK Convertible,2014,16,22,18
Jaguar,XK Convertible,2014,15,22,17
Jeep,Cherokee 4WD,2014,21,28,23
Jeep,Cherokee 4WD,2014,19,26,22
Jeep,Cherokee 4WD Active Drive II,2014,21,27,23
Jeep,Cherokee 4WD Active Drive II,2014,19,26,21
Jeep,Cherokee FWD,2014,19,28,22
Jeep,Cherokee FWD,2014,21,30,25
Jeep,Cherokee Trailhawk 4WD,2014,18,25,20
Jeep,Cherokee Trailhawk 4WD,2014,19,25,22
Jeep,Compass 4WD,2014,20,23,21
Jeep,Compass 4WD,2014,21,27,23
Jeep,Compass 4WD,2014,23,28,25
Jeep,Compass FWD,2014,22,26,24
Jeep,Compass FWD,2014,21,28,24
Jeep,Compass FWD,2014,21,28,24
Jeep,Compass FWD,2014,23,28,25
Jeep,Compass FWD,2014,23,30,25
Jeep,Grand Cherokee 2WD,2014,17,25,20
Jeep,Grand Cherokee 2WD,2014,14,22,17
Jeep,Grand Cherokee 4WD,2014,17,24,19
Jeep,Grand Cherokee 4WD,2014,14,20,16
Jeep,Grand Cherokee SRT8,2014,13,19,15
Jeep,Patriot 4WD,2014,20,23,21
Jeep,Patriot 4WD,2014,21,27,23
Jeep,Patriot 4WD,2014,23,28,25
Jeep,Patriot FWD,2014,22,26,24
Jeep,Patriot FWD,2014,21,28,24
Jeep,Patriot FWD,2014,21,28,24
Jeep,Patriot FWD,2014,23,28,25
Jeep,Patriot FWD,2014,23,30,25
Jeep,Wrangler 4WD,2014,17,21,18
Jeep,Wrangler 4WD,2014,17,21,18
Jeep,Wrangler Unlimited 4WD,2014,16,20,18
Jeep,Wrangler Unlimited 4WD,2014,16,21,18
Kia,Cadenza,2014,19,28,22
Kia,Forte,2014,24,35,28
Kia,Forte,2014,24,35,28
Kia,Forte,2014,24,34,28
Kia,Forte,2014,25,36,29
Kia,Forte 5,2014,21,29,24
Kia,Forte 5,2014,24,33,27
Kia,Forte 5,2014,21,28,24
Kia,Forte 5,2014,24,33,27
Kia,Forte Eco,2014,26,34,29
Kia,Forte Koup,2014,22,29,25
Kia,Forte Koup,2014,24,33,28
Kia,Forte Koup,2014,22,29,24
Kia,Forte Koup,2014,24,32,27
Kia,Optima,2014,20,30,24
Kia,Optima,2014,23,33,26
Kia,Optima Hybrid,2014,35,38,37
Kia,Optima Hybrid EX,2014,35,38,36
Kia,Rio,2014,27,36,30
Kia,Rio,2014,27,36,30
Kia,Rio Eco,2014,27,36,31
Kia,Sedona,2014,17,23,20
Kia,Sorento 2WD,2014,20,26,22
Kia,Sorento 2WD,2014,18,25,21
Kia,Sorento 2WD,2014,19,27,21
Kia,Sorento 4WD,2014,19,24,21
Kia,Sorento 4WD,2014,18,23,20
Kia,Soul,2014,24,30,26
Kia,Soul,2014,23,30,26
Kia,Soul,2014,24,30,26
Kia,Soul ECO dynamics,2014,24,30,26
Kia,Sportage 2WD,2014,20,26,23
Kia,Sportage 2WD,2014,21,28,23
Kia,Sportage 4WD,2014,19,24,21
Kia,Sportage 4WD,2014,19,26,22
Land Rover,LR2,2014,17,24,20
Land Rover,LR4,2014,15,19,16
Land Rover,Range Rover,2014,17,23,19
Land Rover,Range Rover,2014,13,19,15
Land Rover,Range Rover Evoque,2014,21,29,24
Land Rover,Range Rover FFV,2014,14,19,16
Land Rover,Range Rover FFV,2014,17,23,19
Land Rover,Range Rover L FFV,2014,14,19,16
Land Rover,Range Rover L FFV,2014,17,23,19
Land Rover,Range Rover Sport,2014,17,23,19
Land Rover,Range Rover Sport,2014,14,19,16
Land Rover,Range Rover Sport FFV,2014,14,19,16
Land Rover,Range Rover Sport FFV,2014,17,23,19
Lexus,CT 200h,2014,43,40,42
Lexus,ES 300h,2014,40,39,40
Lexus,ES 350,2014,21,30,24
Lexus,GS 350,2014,19,29,23
Lexus,GS 350 AWD,2014,19,26,21
Lexus,GS 450h,2014,29,34,31
Lexus,GX 460,2014,15,20,17
Lexus,IS 250,2014,21,30,24
Lexus,IS 250 AWD,2014,20,27,23
Lexus,IS 250 C,2014,21,30,24
Lexus,IS 350,2014,19,28,22
Lexus,IS 350 AWD,2014,19,26,21
Lexus,IS 350 C,2014,19,27,22
Lexus,IS F,2014,16,23,18
Lexus,LS 460,2014,16,24,19
Lexus,LS 460 AWD,2014,16,23,18
Lexus,LS 460 L,2014,16,24,19
Lexus,LS 460 L AWD,2014,16,23,18
Lexus,LS 600h L,2014,19,23,20
Lexus,LX 570,2014,12,17,14
Lexus,RX 350,2014,18,25,21
Lexus,RX 350 AWD,2014,18,24,20
Lexus,RX 350 AWD,2014,18,26,21
Lexus,RX 450h,2014,31,28,29
Lexus,RX 450h AWD,2014,29,27,28
Lincoln,MKS AWD,2014,17,25,20
Lincoln,MKS AWD,2014,18,26,21
Lincoln,MKS FWD,2014,19,28,22
Lincoln,MKT AWD,2014,16,23,18
Lincoln,MKT FWD,2014,17,24,20
Lincoln,MKT Livery AWD,2014,17,23,19
Lincoln,MKT Livery FWD,2014,20,28,23
Lincoln,MKX AWD,2014,17,23,19
Lincoln,MKX FWD,2014,18,25,21
Lincoln,MKZ AWD,2014,22,31,25
Lincoln,MKZ AWD,2014,18,25,21
Lincoln,MKZ FWD,2014,22,32,26
Lincoln,MKZ FWD,2014,19,27,22
Lincoln,MKZ Hybrid FWD,2014,38,37,38
Lincoln,Navigator 2WD FFV,2014,14,20,16
Lincoln,Navigator 4WD FFV,2014,13,18,15
Lotus,Evora,2014,19,28,22
Lotus,Evora,2014,19,28,22
Lotus,Evora,2014,18,26,21
Lotus,Evora,2014,17,26,20
Maserati,Ghibli V6,2014,16,24,19
Maserati,Ghibli V6 AWD,2014,15,25,18
Maserati,GranTurismo,2014,13,21,16
Maserati,GranTurismo Convertible,2014,13,20,15
Maserati,Quattroporte GTS,2014,13,22,16
Maserati,Quattroporte SQ4 V6,2014,15,24,18
Mazda,2,2014,28,33,30
Mazda,2,2014,29,34,31
Mazda,5,2014,21,28,24
Mazda,5,2014,21,28,24
Mazda,6,2014,26,37,30
Mazda,6,2014,28,39,32
Mazda,6,2014,25,36,29
Mazda,3 4-Door,2014,30,39,33
Mazda,3 4-Door,2014,28,38,31
Mazda,3 4-Door,2014,28,38,32
Mazda,3 4-Door,2014,29,39,33
Mazda,3 5-Door,2014,29,39,33
Mazda,3 5-Door,2014,27,36,30
Mazda,3 5-Door,2014,28,37,32
Mazda,3 5-Door,2014,29,39,32
Mazda,CX-5 2WD,2014,25,31,27
Mazda,CX-5 2WD,2014,26,32,28
Mazda,CX-5 2WD,2014,26,34,29
Mazda,CX-5 4WD,2014,24,29,26
Mazda,CX-5 4WD,2014,25,30,27
Mazda,CX-9 2WD,2014,17,24,19
Mazda,CX-9 4WD,2014,16,22,19
Mazda,MX-5,2014,21,27,23
Mazda,MX-5,2014,22,27,24
Mazda,MX-5,2014,21,27,24
McLaren Automotive,MP4-12C Coupe,2014,15,22,18
McLaren Automotive,MP4-12C Spider,2014,15,22,18
McLaren Automotive,P1,2014,16,20,17
Mercedes-Benz,B-Class Electric Drive,2014,85,83,84
Mercedes-Benz,C250,2014,22,31,25
Mercedes-Benz,C250 Coupe,2014,21,31,25
Mercedes-Benz,C300 4matic,2014,19,28,22
Mercedes-Benz,C300 4matic,2014,19,26,22
Mercedes-Benz,C300 4matic,2014,20,27,22
Mercedes-Benz,C350,2014,20,29,23
Mercedes-Benz,C350,2014,20,28,23
Mercedes-Benz,C350,2014,20,29,23
Mercedes-Benz,C350 4matic Coupe,2014,19,27,22
Mercedes-Benz,C350 Coupe,2014,20,28,23
Mercedes-Benz,C63 AMG,2014,13,19,15
Mercedes-Benz,C63 AMG Coupe,2014,13,19,15
Mercedes-Benz,CL550 4matic,2014,15,24,18
Mercedes-Benz,CL600,2014,12,18,14
Mercedes-Benz,CL63 AMG,2014,15,22,18
Mercedes-Benz,CL65 AMG,2014,12,18,14
Mercedes-Benz,CLA250,2014,26,37,30
Mercedes-Benz,CLA250 4matic,2014,24,31,27
Mercedes-Benz,CLA45 AMG 4matic,2014,23,30,26
Mercedes-Benz,CLS550,2014,17,25,20
Mercedes-Benz,CLS550 4matic,2014,17,24,19
Mercedes-Benz,CLS63 AMG,2014,16,25,19
Mercedes-Benz,CLS63 AMG 4matic,2014,16,22,18
Mercedes-Benz,CLS63 AMG S,2014,16,25,19
Mercedes-Benz,CLS63 AMG S 4matic,2014,16,22,18
Mercedes-Benz,E250 Bluetec,2014,28,40,32
Mercedes-Benz,E250 Bluetec 4matic,2014,27,37,31
Mercedes-Benz,E350,2014,20,30,24
Mercedes-Benz,E350,2014,20,29,23
Mercedes-Benz,E350,2014,20,28,23
Mercedes-Benz,E350 4matic,2014,20,27,22
Mercedes-Benz,E350 4matic,2014,20,28,23
Mercedes-Benz,E350 4matic,2014,20,27,23
Mercedes-Benz,E350 4matic (wagon),2014,20,26,22
Mercedes-Benz,E350 4matic Coupe,2014,20,28,23
Mercedes-Benz,E350 4matic Coupe,2014,20,28,23
Mercedes-Benz,E350 4matic Coupe,2014,20,28,23
Mercedes-Benz,E350 Convertible,2014,20,28,23
Mercedes-Benz,E350 Convertible,2014,19,28,22
Mercedes-Benz,E350 Coupe,2014,20,28,23
Mercedes-Benz,E350 Coupe,2014,20,28,23
Mercedes-Benz,E350 Coupe,2014,20,30,24
Mercedes-Benz,E400 Hybrid,2014,24,30,26
Mercedes-Benz,E550 4matic,2014,18,24,21
Mercedes-Benz,E550 Convertible,2014,17,25,20
Mercedes-Benz,E550 Coupe,2014,18,26,21
Mercedes-Benz,E63 AMG,2014,16,24,19
Mercedes-Benz,E63 AMG 4matic,2014,16,23,19
Mercedes-Benz,E63 AMG 4matic (wagon),2014,15,21,17
Mercedes-Benz,E63 AMG S,2014,16,24,19
Mercedes-Benz,E63 AMG S 4matic,2014,15,22,18
Mercedes-Benz,E63 AMG S 4matic (wagon),2014,16,21,18
Mercedes-Benz,G550,2014,12,15,13
Mercedes-Benz,G63 AMG,2014,12,14,13
Mercedes-Benz,GL350 Bluetec 4matic,2014,19,26,22
Mercedes-Benz,GL450 4matic,2014,14,19,16
Mercedes-Benz,GL550 4matic,2014,13,18,15
Mercedes-Benz,GL63 AMG,2014,13,17,14
Mercedes-Benz,GLK250 Bluetec 4matic,2014,24,32,27
Mercedes-Benz,GLK350,2014,19,26,22
Mercedes-Benz,GLK350,2014,19,25,21
Mercedes-Benz,GLK350 4matic,2014,19,25,21
Mercedes-Benz,GLK350 4matic,2014,18,25,21
Mercedes-Benz,ML350,2014,18,23,20
Mercedes-Benz,ML350 4matic,2014,18,22,19
Mercedes-Benz,ML350 4matic,2014,18,22,19
Mercedes-Benz,ML350 Bluetec 4matic,2014,20,27,23
Mercedes-Benz,ML550 4matic,2014,14,19,16
Mercedes-Benz,ML63 AMG,2014,13,17,15
Mercedes-Benz,S550,2014,17,26,20
Mercedes-Benz,S550 4matic,2014,16,26,19
Mercedes-Benz,S63 AMG 4matic,2014,15,23,18
Mercedes-Benz,SL550,2014,18,24,20
Mercedes-Benz,SL63 AMG,2014,16,25,19
Mercedes-Benz,SL65 AMG,2014,14,21,17
Mercedes-Benz,SLK250,2014,23,32,26
Mercedes-Benz,SLK250,2014,22,32,26
Mercedes-Benz,SLK350,2014,21,28,24
Mercedes-Benz,SLK55 AMG,2014,19,28,22
Mercedes-Benz,SLS AMG Black Series Coupe,2014,13,17,14
Mercedes-Benz,SLS AMG Coupe,2014,13,19,15
Mercedes-Benz,SLS AMG GT Coupe,2014,13,19,15
Mercedes-Benz,SLS AMG GT Roadster,2014,13,19,15
Mercedes-Benz,SLS AMG Roadster,2014,13,19,15
MINI,Cooper (3-doors),2014,28,37,31
MINI,Cooper (3-doors),2014,29,39,33
MINI,Cooper Clubman,2014,26,34,29
MINI,Cooper Clubman,2014,27,34,30
MINI,Cooper Clubvan,2014,26,34,29
MINI,Cooper Clubvan,2014,27,34,30
MINI,Cooper Convertible,2014,26,34,29
MINI,Cooper Convertible,2014,27,34,30
MINI,Cooper Countryman,2014,25,29,27
MINI,Cooper Countryman,2014,27,34,30
MINI,Cooper Coupe,2014,28,35,30
MINI,Cooper Coupe,2014,29,36,32
MINI,Cooper Paceman,2014,25,29,27
MINI,Cooper Paceman,2014,27,34,30
MINI,Cooper Roadster,2014,26,34,29
MINI,Cooper Roadster,2014,27,34,30
MINI,Cooper S (3-doors),2014,26,34,29
MINI,Cooper S (3-doors),2014,24,34,28
MINI,Cooper S Clubman,2014,26,34,29
MINI,Cooper S Clubman,2014,26,34,29
MINI,Cooper S Convertible,2014,26,34,29
MINI,Cooper S Convertible,2014,26,34,29
MINI,Cooper S Countryman,2014,25,31,28
MINI,Cooper S Countryman,2014,26,32,28
MINI,Cooper S Countryman All4,2014,23,30,26
MINI,Cooper S Countryman All4,2014,25,30,27
MINI,Cooper S Coupe,2014,26,34,29
MINI,Cooper S Coupe,2014,26,34,29
MINI,Cooper S Paceman,2014,25,31,28
MINI,Cooper S Paceman,2014,26,32,28
MINI,Cooper S Paceman All4,2014,23,30,26
MINI,Cooper S Paceman All4,2014,25,30,27
MINI,Cooper S Roadster,2014,26,34,29
MINI,Cooper S Roadster,2014,26,34,29
MINI,JCW Countryman All4,2014,23,30,26
MINI,JCW Countryman All4,2014,25,30,27
MINI,JCW Paceman All4,2014,23,30,26
MINI,JCW Paceman All4,2014,25,30,27
MINI,John Cooper Works Clubman,2014,26,34,29
MINI,John Cooper Works Clubman,2014,26,34,29
MINI,John Cooper Works Convertible,2014,26,34,29
MINI,John Cooper Works Convertible,2014,26,34,29
MINI,John Cooper Works Coupe,2014,26,34,29
MINI,John Cooper Works Coupe,2014,26,34,29
MINI,John Cooper Works Roadster,2014,26,34,29
MINI,John Cooper Works Roadster,2014,26,34,29
Mitsubishi,i-MiEV,2014,126,99,112
Mitsubishi,Lancer,2014,18,25,20
Mitsubishi,Lancer,2014,25,33,28
Mitsubishi,Lancer,2014,23,30,26
Mitsubishi,Lancer,2014,24,33,28
Mitsubishi,Lancer,2014,22,30,25
Mitsubishi,Lancer AWD,2014,22,28,25
Mitsubishi,Lancer Evolution,2014,17,22,19
Mitsubishi,Lancer Evolution,2014,17,23,19
Mitsubishi,Lancer Sportback,2014,24,32,27
Mitsubishi,Lancer Sportback,2014,22,28,25
Mitsubishi,Mirage,2014,36,42,39
Mitsubishi,Mirage,2014,33,41,36
Mitsubishi,Outlander 2WD,2014,25,30,27
Mitsubishi,Outlander 4WD,2014,24,29,26
Mitsubishi,Outlander 4WD,2014,20,27,23
Mitsubishi,Outlander Sport 2WD,2014,24,30,26
Mitsubishi,Outlander Sport 2WD,2014,23,29,26
Mitsubishi,Outlander Sport 4WD,2014,24,29,26
Mobility Ventures LLC,MV-1,2014,13,18,15
Mobility Ventures LLC,MV-1 CNG,2014,12,16,13
Nissan,370Z,2014,19,26,21
Nissan,370Z,2014,18,25,21
Nissan,370Z Roadster,2014,18,25,21
Nissan,370Z Roadster,2014,17,24,20
Nissan,Altima,2014,22,31,25
Nissan,Altima,2014,27,37,31
Nissan,Armada 2WD,2014,13,19,15
Nissan,Armada 2WD,2014,13,19,15
Nissan,Armada 4WD,2014,12,18,14
Nissan,Armada 4WD,2014,12,18,14
Nissan,Cube,2014,26,30,28
Nissan,Cube,2014,25,29,27
Nissan,Frontier 2WD,2014,17,23,19
Nissan,Frontier 2WD,2014,16,22,18
Nissan,Frontier 2WD,2014,19,23,21
Nissan,Frontier 2WD,2014,16,22,19
Nissan,Frontier 4WD,2014,15,21,17
Nissan,Frontier 4WD,2014,16,21,18
Nissan,GT-R,2014,16,23,19
Nissan,Juke,2014,27,31,29
Nissan,Juke,2014,25,30,27
Nissan,Juke AWD,2014,25,29,27
Nissan,Leaf,2014,126,101,114
Nissan,Maxima,2014,19,26,22
Nissan,Murano AWD,2014,18,23,20
Nissan,Murano CrossCabriolet,2014,17,22,19
Nissan,Murano FWD,2014,18,24,20
Nissan,NV200 Cargo Van,2014,24,25,24
Nissan,Pathfinder 2WD,2014,20,26,22
Nissan,Pathfinder 4WD,2014,19,25,21
Nissan,Pathfinder Hybrid 2WD,2014,25,28,26
Nissan,Pathfinder Hybrid 4WD,2014,25,27,26
Nissan,Quest,2014,19,25,21
Nissan,Rogue AWD,2014,25,31,27
Nissan,Rogue FWD,2014,25,32,28
Nissan,Rogue Select AWD,2014,22,27,24
Nissan,Rogue Select FWD,2014,23,28,25
Nissan,Sentra,2014,30,38,33
Nissan,Sentra,2014,29,37,32
Nissan,Sentra,2014,27,35,30
Nissan,Sentra FE,2014,30,38,33
Nissan,Titan 2WD,2014,13,18,15
Nissan,Titan 2WD,2014,13,18,15
Nissan,Titan 4WD,2014,12,17,14
Nissan,Titan 4WD,2014,12,17,14
Nissan,Versa,2014,31,39,35
Nissan,Versa,2014,26,35,30
Nissan,Versa,2014,27,35,30
Nissan,Xterra 2WD,2014,16,22,18
Nissan,Xterra 4WD,2014,15,20,17
Nissan,Xterra 4WD,2014,16,20,17
Pagani,Huayra Coupe,2014,11,17,13
Porsche,911 Carrera,2014,20,28,23
Porsche,911 Carrera,2014,19,27,22
Porsche,911 Carrera 4,2014,20,27,23
Porsche,911 Carrera 4,2014,19,27,22
Porsche,911 Carrera 4 Cabriolet,2014,20,27,22
Porsche,911 Carrera 4 Cabriolet,2014,19,26,21
Porsche,911 Carrera 4S,2014,19,26,22
Porsche,911 Carrera 4S,2014,18,26,21
Porsche,911 Carrera 4S Cabriolet,2014,19,26,21
Porsche,911 Carrera 4S Cabriolet,2014,18,26,21
Porsche,911 Carrera Cabriolet,2014,20,28,23
Porsche,911 Carrera Cabriolet,2014,19,27,22
Porsche,911 Carrera S,2014,19,27,22
Porsche,911 Carrera S,2014,19,27,22
Porsche,911 Carrera S Cabriolet,2014,19,27,22
Porsche,911 Carrera S Cabriolet,2014,19,26,21
Porsche,911 GT3,2014,15,20,17
Porsche,911 Targa 4,2014,19,26,22
Porsche,911 Targa 4,2014,18,26,21
Porsche,911 Targa 4S,2014,18,25,21
Porsche,911 Targa 4S,2014,18,25,21
Porsche,911 Turbo,2014,17,24,20
Porsche,911 Turbo Cabriolet,2014,17,24,20
Porsche,911 Turbo S,2014,17,24,20
Porsche,911 Turbo S Cabriolet,2014,17,24,20
Porsche,Boxster,2014,22,31,25
Porsche,Boxster,2014,20,29,24
Porsche,Boxster S,2014,21,29,24
Porsche,Boxster S,2014,20,27,22
Porsche,Cayenne,2014,17,23,20
Porsche,Cayenne,2014,15,22,17
Porsche,Cayenne GTS,2014,15,21,17
Porsche,Cayenne S,2014,16,22,18
Porsche,Cayenne S Hybrid,2014,20,24,21
Porsche,Cayenne Turbo,2014,15,22,17
Porsche,Cayenne Turbo S,2014,14,20,16
Porsche,Cayman,2014,22,31,25
Porsche,Cayman,2014,20,29,24
Porsche,Cayman S,2014,21,29,24
Porsche,Cayman S,2014,20,27,22
Porsche,Panamera,2014,18,28,22
Porsche,Panamera 4,2014,18,27,21
Porsche,Panamera 4S,2014,18,26,21
Porsche,Panamera 4S Executive,2014,17,26,20
Porsche,Panamera GTS,2014,16,24,19
Porsche,Panamera S,2014,18,26,21
Porsche,Panamera S E-Hybrid,2014,23,29,25
Porsche,Panamera Turbo,2014,15,24,18
Porsche,Panamera Turbo Executive,2014,15,24,18
Porsche,Panamera Turbo S,2014,15,24,18
Porsche,Panamera Turbo S Executive,2014,15,24,18
Ram,1500 2WD,2014,14,20,16
Ram,1500 2WD,2014,15,22,17
Ram,1500 2WD,2014,17,25,20
Ram,1500 2WD,2014,17,25,20
Ram,1500 4WD,2014,13,19,15
Ram,1500 4WD,2014,16,23,19
Ram,1500 4WD,2014,16,23,19
Ram,1500 4WD,2014,15,21,17
Ram,1500 HFE 2WD,2014,18,25,21
Ram,C/V,2014,18,26,21
Ram,C/V,2014,18,26,21
Scion,FR-S,2014,24,33,28
Scion,FR-S,2014,22,30,25
Scion,iQ,2014,36,37,37
Scion,tC,2014,23,30,26
Scion,tC,2014,23,30,26
Scion,xB,2014,22,27,24
Scion,xB,2014,22,27,24
Scion,xD,2014,27,33,29
Scion,xD,2014,27,32,29
smart,fortwo cabriolet,2014,34,38,36
smart,fortwo coupe,2014,34,38,36
smart,fortwo electric drive convertible,2014,122,93,107
smart,fortwo electric drive coupe,2014,122,93,107
SRT,Viper,2014,12,19,15
Subaru,BRZ,2014,24,33,28
Subaru,BRZ,2014,21,29,24
Subaru,Forester AWD,2014,24,31,27
Subaru,Forester AWD,2014,23,27,25
Subaru,Forester AWD,2014,22,28,24
Subaru,Impreza AWD,2014,27,35,30
Subaru,Impreza AWD,2014,19,25,21
Subaru,Impreza AWD,2014,24,33,28
Subaru,Impreza AWD,2014,17,23,19
Subaru,Impreza Wagon AWD,2014,27,35,30
Subaru,Impreza Wagon AWD,2014,19,25,21
Subaru,Impreza Wagon AWD,2014,24,33,27
Subaru,Impreza Wagon AWD,2014,17,23,19
Subaru,Legacy AWD,2014,18,25,20
Subaru,Legacy AWD,2014,24,32,27
Subaru,Legacy AWD,2014,21,29,24
Subaru,Outback AWD,2014,18,24,20
Subaru,Outback AWD,2014,24,30,26
Subaru,Outback AWD,2014,22,28,24
Subaru,Tribeca AWD,2014,16,21,18
Subaru,XV Crosstrek AWD,2014,25,32,28
Subaru,XV Crosstrek AWD,2014,23,29,25
Subaru,XV Crosstrek Hybrid AWD,2014,29,32,30
Tesla,Model S (60 kW-hr battery pack),2014,94,97,95
Tesla,Model S (85 kW-hr battery pack),2014,88,90,89
Tesla,Model S AWD (85 kW-hr battery pack),2014,86,94,89
Toyota,4Runner 2WD,2014,17,22,19
Toyota,4Runner 4WD,2014,17,21,18
Toyota,4Runner 4WD,2014,17,21,18
Toyota,Avalon,2014,21,30,25
Toyota,Avalon,2014,21,30,24
Toyota,Avalon Hybrid,2014,40,39,40
Toyota,Camry,2014,25,34,28
Toyota,Camry,2014,21,30,25
Toyota,Camry Hybrid LE,2014,42,38,40
Toyota,Camry Hybrid XLE/SE,2014,40,37,39
Toyota,Corolla,2014,29,36,32
Toyota,Corolla,2014,29,37,32
Toyota,Corolla,2014,27,35,30
Toyota,Corolla,2014,28,36,31
Toyota,Corolla LE Eco,2014,30,40,34
Toyota,Corolla LE Eco,2014,30,38,33
Toyota,FJ Cruiser 2WD,2014,16,20,18
Toyota,FJ Cruiser 4WD,2014,15,18,16
Toyota,FJ Cruiser 4WD,2014,17,20,18
Toyota,Highlander 2WD,2014,20,25,22
Toyota,Highlander 2WD,2014,19,25,21
Toyota,Highlander AWD,2014,18,24,20
Toyota,Highlander Hybrid 4WD,2014,27,28,28
Toyota,Highlander Hybrid 4WD LE Plus,2014,28,28,28
Toyota,Land Cruiser Wagon 4WD,2014,13,18,15
Toyota,Prius,2014,49,46,48
Toyota,Prius c,2014,53,46,50
Toyota,Prius Plug-in Hybrid,2014,51,49,50
Toyota,Prius v,2014,43,39,41
Toyota,RAV4,2014,23,30,26
Toyota,RAV4 AWD,2014,22,28,25
Toyota,RAV4 EV,2014,78,74,76
Toyota,RAV4 Limited AWD,2014,22,28,24
Toyota,Sequoia 2WD,2014,13,18,15
Toyota,Sequoia 4WD,2014,13,17,14
Toyota,Sequoia 4WD FFV,2014,13,17,15
Toyota,Sienna 2WD,2014,18,25,21
Toyota,Sienna AWD,2014,16,23,19
Toyota,Tacoma 2WD,2014,19,24,21
Toyota,Tacoma 2WD,2014,17,21,19
Toyota,Tacoma 2WD,2014,21,25,22
Toyota,Tacoma 2WD,2014,16,21,18
Toyota,Tacoma 4WD,2014,18,21,19
Toyota,Tacoma 4WD,2014,16,21,18
Toyota,Tacoma 4WD,2014,18,21,19
Toyota,Tacoma 4WD,2014,16,19,17
Toyota,Tundra 2WD,2014,16,20,17
Toyota,Tundra 2WD,2014,15,19,17
Toyota,Tundra 2WD,2014,13,18,15
Toyota,Tundra 4WD,2014,14,18,16
Toyota,Tundra 4WD,2014,13,17,15
Toyota,Tundra 4WD FFV,2014,13,18,15
Toyota,Venza,2014,20,26,23
Toyota,Venza,2014,19,26,21
Toyota,Venza 4WD,2014,20,26,22
Toyota,Venza 4WD,2014,18,25,21
Toyota,Yaris,2014,30,35,32
Toyota,Yaris,2014,30,36,33
Volkswagen,Beetle,2014,24,30,26
Volkswagen,Beetle,2014,22,29,25
Volkswagen,Beetle,2014,25,32,27
Volkswagen,Beetle,2014,22,31,25
Volkswagen,Beetle,2014,24,32,27
Volkswagen,Beetle,2014,23,31,26
Volkswagen,Beetle Convertible,2014,23,29,25
Volkswagen,Beetle Convertible,2014,21,27,23
Volkswagen,Beetle Convertible,2014,24,32,27
Volkswagen,Beetle Convertible,2014,23,31,26
Volkswagen,CC,2014,22,31,25
Volkswagen,CC,2014,21,32,25
Volkswagen,CC 4motion,2014,17,25,20
Volkswagen,Eos,2014,22,30,25
Volkswagen,Golf,2014,23,30,26
Volkswagen,GTI,2014,24,32,27
Volkswagen,GTI,2014,21,31,25
Volkswagen,Jetta,2014,24,32,27
Volkswagen,Jetta,2014,25,36,29
Volkswagen,Jetta,2014,23,29,25
Volkswagen,Jetta,2014,26,36,30
Volkswagen,Jetta,2014,24,34,28
Volkswagen,Jetta,2014,23,33,26
Volkswagen,Jetta Hybrid,2014,41,48,44
Volkswagen,Jetta SportWagen,2014,23,30,26
Volkswagen,Jetta SportWagen,2014,23,33,26
Volkswagen,Passat,2014,20,28,23
Volkswagen,Passat,2014,24,34,28
Volkswagen,Passat,2014,22,31,25
Volkswagen,Passat,2014,24,35,28
Volkswagen,Passat,2014,22,32,26
Volkswagen,Routan,2014,17,25,20
Volkswagen,Tiguan,2014,21,26,23
Volkswagen,Tiguan,2014,18,26,21
Volkswagen,Tiguan 4motion,2014,20,26,22
Volkswagen,Touareg,2014,17,23,19
Volkswagen,Touareg Hybrid,2014,20,24,21
Volvo,S60 AWD,2014,18,25,21
Volvo,S60 AWD,2014,20,29,23
Volvo,S60 FWD,2014,21,30,24
Volvo,S80 AWD,2014,18,25,21
Volvo,S80 FWD,2014,20,28,23
Volvo,XC60 AWD,2014,17,24,20
Volvo,XC60 AWD,2014,18,25,20
Volvo,XC60 FWD,2014,18,26,21
Volvo,XC70 AWD,2014,17,24,20
Volvo,XC70 AWD,2014,18,25,21
Volvo,XC70 FWD,2014,18,26,21
Volvo,XC90 AWD,2014,16,23,18
Volvo,XC90 FWD,2014,16,24,19
Acura,ILX,2015,24,34,28
Acura,ILX,2015,22,31,25
Acura,MDX 2WD,2015,20,28,23
Acura,MDX 4WD,2015,18,27,21
Acura,RDX 2WD,2015,20,28,23
Acura,RDX 4WD,2015,19,27,22
Acura,RLX,2015,20,30,23
Acura,TLX,2015,24,35,28
Acura,TLX,2015,21,34,25
Acura,TLX AWD,2015,21,31,25
Alfa Romeo,4C,2015,24,34,28
Audi,A3,2015,23,33,27
Audi,A3,2015,31,41,35
Audi,A3 Cabriolet,2015,24,35,28
Audi,A3 Cabriolet quattro,2015,23,32,26
Audi,A3 quattro,2015,24,33,27
Audi,A4,2015,24,31,26
Audi,A4 quattro,2015,21,30,24
